,parent,child,tMRCA,env region,number of AA in region,number of subsitutions,substitution/AA,substitution/AA/year,number of deletions,deletion/AA,deletion/AA/year,number of insertions,insertion/AA,insertion/AA/year,number of insertions - deletions,(insertions-deletions)/AA,(insertions-deletions)/AA/year
64,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp120 - C2,97,4,0.041237113402061855,0.0010200994790811005,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
65,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp120 - V3,39,4,0.10256410256410256,0.0025371704992529936,1,0.02564102564102564,0.0006342926248132484,0,0.0,0.0,-1,-0.02564102564102564,-0.0006342926248132484
66,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp120 - C3,51,7,0.13725490196078433,0.0033953311092944478,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
67,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp120 - V4,45,7,0.15555555555555556,0.0038480419238670406,0,0.0,0.0,5,0.1111111111111111,0.002748601374190743,5,0.1111111111111111,0.002748601374190743
68,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp120 - C4,40,3,0.075,0.0018553059275787517,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
69,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp120 - V5,12,3,0.25,0.006184353091929172,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
70,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp120 - C5,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
71,N780,B.GB.2005.P1_DAY_1.FJ653428.P1,40.4246,gp41,346,23,0.06647398843930635,0.0016443944637499531,0,0.0,0.0,1,0.002890173410404624,7.149541146738927e-05,1,0.002890173410404624,7.149541146738927e-05
72,N780,B.FR.1999.60204.KC699013.60204,34.2054,signal peptide,33,8,0.24242424242424243,0.0070873090922556805,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
73,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - C1,99,2,0.020202020202020204,0.0005906090910213068,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
74,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - V1,41,4,0.0975609756097561,0.002852209756639481,0,0.0,0.0,4,0.0975609756097561,0.002852209756639481,4,0.0975609756097561,0.002852209756639481
75,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - V2,49,5,0.10204081632653061,0.0029831785719953755,0,0.0,0.0,4,0.08163265306122448,0.0023865428575963,4,0.08163265306122448,0.0023865428575963
76,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - C2,97,4,0.041237113402061855,0.0012055731961053476,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
77,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - V3,39,4,0.10256410256410256,0.002998476923646634,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
78,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - C3,51,2,0.0392156862745098,0.0011464764708060658,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
79,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - V4,40,6,0.15,0.004385272500833202,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
80,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - C4,40,3,0.075,0.002192636250416601,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
81,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - V5,14,3,0.21428571428571427,0.006264675001190288,0,0.0,0.0,2,0.14285714285714285,0.004176450000793526,2,0.14285714285714285,0.004176450000793526
82,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp120 - C5,40,2,0.05,0.0014617575002777341,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
83,N780,B.FR.1999.60204.KC699013.60204,34.2054,gp41,345,23,0.06666666666666667,0.001949010000370312,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
84,N779,N781,2.56296,signal peptide,33,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
85,N779,N781,2.56296,gp120 - C1,99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
86,N779,N781,2.56296,gp120 - V1,38,2,0.05263157894736842,0.02053546639329854,0,0.0,0.0,1,0.02631578947368421,0.01026773319664927,1,0.02631578947368421,0.01026773319664927
87,N779,N781,2.56296,gp120 - V2,45,4,0.08888888888888889,0.03468212101979309,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
88,N779,N781,2.56296,gp120 - C2,97,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
89,N779,N781,2.56296,gp120 - V3,39,1,0.02564102564102564,0.010004457986478775,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
90,N779,N781,2.56296,gp120 - C3,51,1,0.0196078431372549,0.007650467872013181,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
91,N779,N781,2.56296,gp120 - V4,39,2,0.05128205128205128,0.02000891597295755,0,0.0,0.0,1,0.02564102564102564,0.010004457986478775,1,0.02564102564102564,0.010004457986478775
92,N779,N781,2.56296,gp120 - C4,40,1,0.025,0.009754346536816807,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
93,N779,N781,2.56296,gp120 - V5,12,4,0.3333333333333333,0.13005795382422408,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
94,N779,N781,2.56296,gp120 - C5,40,1,0.025,0.009754346536816807,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
95,N779,N781,2.56296,gp41,345,2,0.005797101449275362,0.0022618774578125928,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
96,N781,N782,6.06438,signal peptide,33,4,0.12121212121212122,0.0199875537502797,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
97,N781,N782,6.06438,gp120 - C1,99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
98,N781,N782,6.06438,gp120 - V1,40,7,0.175,0.028857030726966316,0,0.0,0.0,2,0.05,0.008244865921990377,2,0.05,0.008244865921990377
99,N781,N782,6.06438,gp120 - V2,45,2,0.044444444444444446,0.00732876970843589,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
100,N781,N782,6.06438,gp120 - C2,97,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
101,N781,N782,6.06438,gp120 - V3,39,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
102,N781,N782,6.06438,gp120 - C3,51,1,0.0196078431372549,0.0032332807537217164,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
103,N781,N782,6.06438,gp120 - V4,39,3,0.07692307692307693,0.012684409110754427,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
104,N781,N782,6.06438,gp120 - C4,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
105,N781,N782,6.06438,gp120 - V5,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
106,N781,N782,6.06438,gp120 - C5,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
107,N781,N782,6.06438,gp41,345,5,0.014492753623188406,0.002389816209272573,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
108,N782,N783,23.6211,signal peptide,33,5,0.15151515151515152,0.006414398631526539,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
109,N782,N783,23.6211,gp120 - C1,99,1,0.010101010101010102,0.00042762657543510263,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
110,N782,N783,23.6211,gp120 - V1,40,7,0.175,0.007408630419413152,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
111,N782,N783,23.6211,gp120 - V2,46,5,0.10869565217391304,0.004601633800877734,0,0.0,0.0,1,0.021739130434782608,0.0009203267601755468,1,0.021739130434782608,0.0009203267601755468
112,N782,N783,23.6211,gp120 - C2,97,3,0.030927835051546393,0.0013093308546827367,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
113,N782,N783,23.6211,gp120 - V3,39,4,0.10256410256410256,0.004342054458264118,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
114,N782,N783,23.6211,gp120 - C3,51,5,0.09803921568627451,0.004150493232164231,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
115,N782,N783,23.6211,gp120 - V4,39,1,0.02564102564102564,0.0010855136145660295,8,0.20512820512820512,0.008684108916528236,0,0.0,0.0,-8,-0.20512820512820512,-0.008684108916528236
116,N782,N783,23.6211,gp120 - C4,40,2,0.05,0.002116751548403758,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
117,N782,N783,23.6211,gp120 - V5,12,4,0.3333333333333333,0.014111676989358385,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
118,N782,N783,23.6211,gp120 - C5,40,1,0.025,0.001058375774201879,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
119,N782,N783,23.6211,gp41,346,15,0.04335260115606936,0.0018353337124888073,1,0.002890173410404624,0.00012235558083258715,1,0.002890173410404624,0.00012235558083258715,0,0.0,0.0
120,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,signal peptide,33,3,0.09090909090909091,0.00386418024700613,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
121,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - C1,99,3,0.030303030303030304,0.0012880600823353767,1,0.010101010101010102,0.0004293533607784589,0,0.0,0.0,-1,-0.010101010101010102,-0.0004293533607784589
122,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - V1,40,8,0.2,0.008501196543413487,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
123,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - V2,46,2,0.043478260869565216,0.001848086205089888,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
124,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - C2,97,2,0.020618556701030927,0.0008764120147848954,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
125,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - V3,39,1,0.02564102564102564,0.0010898969927453186,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
126,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - C3,51,5,0.09803921568627451,0.00416725320755563,1,0.0196078431372549,0.000833450641511126,0,0.0,0.0,-1,-0.0196078431372549,-0.000833450641511126
127,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - V4,39,6,0.15384615384615385,0.0065393819564719124,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
128,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - C4,40,2,0.05,0.0021252991358533717,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
129,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - V5,15,1,0.06666666666666667,0.0028337321811378285,0,0.0,0.0,3,0.2,0.008501196543413487,3,0.2,0.008501196543413487
130,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp120 - C5,40,3,0.075,0.003187948703780057,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
131,N783,B.ES.2008.X2425-2.FJ670525.X2425,23.5261,gp41,346,11,0.031791907514450865,0.0013513462713518546,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
132,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,signal peptide,33,1,0.030303030303030304,0.0010282217039299353,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
133,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - C1,99,7,0.0707070707070707,0.002399183975836516,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
134,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - V1,44,7,0.1590909090909091,0.00539816394563216,0,0.0,0.0,4,0.09090909090909091,0.003084665111789806,4,0.09090909090909091,0.003084665111789806
135,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - V2,46,6,0.13043478260869565,0.004425823856046243,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
136,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - C2,97,9,0.09278350515463918,0.003148266454300936,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
137,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - V3,39,5,0.1282051282051282,0.00435016874739588,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
138,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - C3,51,7,0.13725490196078433,0.004657239482506178,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
139,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - V4,56,2,0.03571428571428571,0.0012118327224888523,0,0.0,0.0,17,0.30357142857142855,0.010300578141155245,17,0.30357142857142855,0.010300578141155245
140,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - C4,40,2,0.05,0.0016965658114843935,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
141,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - V5,12,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
142,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp120 - C5,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
143,N783,B.ES.2014.ARP1195.KT276255.ARP1195,29.4713,gp41,346,15,0.04335260115606936,0.0014710108192061214,1,0.002890173410404624,9.806738794707476e-05,0,0.0,0.0,-1,-0.002890173410404624,-9.806738794707476e-05
144,N782,B.ES.2010.R3.KT200352.R3,48.8759,signal peptide,33,8,0.24242424242424243,0.004959995466564143,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
145,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - C1,100,6,0.06,0.0012275988779746254,0,0.0,0.0,1,0.01,0.0002045998129957709,1,0.01,0.0002045998129957709
146,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - V1,40,11,0.275,0.005626494857383701,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
147,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - V2,45,10,0.2222222222222222,0.004546662511017131,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
148,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - C2,97,4,0.041237113402061855,0.0008437105690547254,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
149,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - V3,39,4,0.10256410256410256,0.0020984596204694454,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
150,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - C3,51,3,0.058823529411764705,0.001203528311739829,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
151,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - V4,47,4,0.0851063829787234,0.001741275004219327,1,0.02127659574468085,0.00043531875105483174,8,0.1702127659574468,0.003482550008438654,7,0.14893617021276595,0.003047231257383822
152,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - C4,40,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
153,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - V5,12,2,0.16666666666666666,0.0034099968832628485,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
154,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp120 - C5,40,1,0.025,0.0005114995324894273,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
155,N782,B.ES.2010.R3.KT200352.R3,48.8759,gp41,345,26,0.07536231884057971,0.0015419116341710273,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
156,N781,N784,12.664,signal peptide,33,3,0.09090909090909091,0.007178544765405157,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
157,N781,N784,12.664,gp120 - C1,99,4,0.04040404040404041,0.00319046434018007,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
158,N781,N784,12.664,gp120 - V1,38,3,0.07894736842105263,0.0062339994015360575,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
159,N781,N784,12.664,gp120 - V2,45,3,0.06666666666666667,0.0052642661612971155,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
160,N781,N784,12.664,gp120 - C2,97,2,0.020618556701030927,0.0016281235550403448,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
161,N781,N784,12.664,gp120 - V3,39,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
162,N781,N784,12.664,gp120 - C3,51,7,0.13725490196078433,0.01083819503796465,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
163,N781,N784,12.664,gp120 - V4,39,4,0.10256410256410256,0.008098871017380178,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
